iata_code,icao_code,ident,name,municipality,iso_country,continent,latitude_deg,longitude_deg,type,scheduled_service
MIO,KMIO,KMIO,Miami Municipal Airport,Miami,US,NA,36.909199,-94.887497,small_airport,no
MIT,KMIT,KMIT,Shafter Airport - Minter Field,Shafter,US,NA,35.507401,-119.192002,small_airport,no
MIV,KMIV,KMIV,Millville Municipal Airport,Millville,US,NA,39.367802,-75.072197,medium_airport,no
MIW,KMIW,KMIW,Marshalltown Municipal Airport,Marshalltown,US,NA,42.112701,-92.917801,small_airport,no
MJQ,KMJQ,KMJQ,Jackson Municipal Airport,Jackson,US,NA,43.650002,-94.986504,small_airport,no
MJX,KMJX,KMJX,Ocean County Airport,Toms River,US,NA,39.92750168,-74.29239655,small_airport,no
MKC,KMKC,KMKC,Charles B. Wheeler Downtown Airport,Kansas City,US,NA,39.123199,-94.592796,medium_airport,no
MKE,KMKE,KMKE,General Mitchell International Airport,Milwaukee,US,NA,42.947201,-87.896599,large_airport,yes
MKG,KMKG,KMKG,Muskegon County Airport,Muskegon,US,NA,43.169498,-86.238197,medium_airport,yes
MKL,KMKL,KMKL,McKellar-Sipes Regional Airport,Jackson,US,NA,35.599899,-88.915604,medium_airport,yes
MKO,KMKO,KMKO,Muskogee-Davis Regional Airport,Muskogee,US,NA,35.656502,-95.366699,small_airport,no
MKT,KMKT,KMKT,Mankato Regional Airport,Mankato,US,NA,44.224781,-93.919128,small_airport,no
MRK,KMKY,KMKY,Marco Island Executive Airport,Marco Island,US,NA,25.995001,-81.672501,small_airport,no
MLB,KMLB,KMLB,Melbourne Orlando International Airport,Melbourne,US,NA,28.102009,-80.641088,medium_airport,yes
MLC,KMLC,KMLC,Mc Alester Regional Airport,Mc Alester,US,NA,34.882401,-95.783501,medium_airport,no
MLD,KMLD,KMLD,Malad City Airport,Malad City,US,NA,42.166599,-112.296997,small_airport,no
MIQ,KMLE,KMLE,Millard Airport,Omaha,US,NA,41.195877,-96.112107,small_airport,no
MLF,KMLF,KMLF,Milford Municipal-Ben and Judy Briscoe Field,Milford,US,NA,38.426601,-113.012001,small_airport,no
MLI,KMLI,KMLI,Quad City International Airport,Moline,US,NA,41.448502,-90.5075,medium_airport,yes
MLJ,KMLJ,KMLJ,Baldwin County Regional Airport,Milledgeville,US,NA,33.154202,-83.240701,small_airport,no
MLS,KMLS,KMLS,Miles City Airport - Frank Wiley Field,Miles City,US,NA,46.427268,-105.885372,medium_airport,no
MLT,KMLT,KMLT,Millinocket Municipal Airport,Millinocket,US,NA,45.6478,-68.6856,small_airport,no
MLU,KMLU,KMLU,Monroe Regional Airport,Monroe,US,NA,32.510899,-92.037697,medium_airport,yes
KMM,,KMM,Kimaam Airport,Kimaam,ID,AS,-7.97789,138.851776,small_airport,no
MMH,KMMH,KMMH,Mammoth Yosemite Airport,Mammoth Lakes,US,NA,37.625381,-118.84306,medium_airport,yes
MMI,KMMI,KMMI,McMinn County Airport,Athens,US,NA,35.39730072,-84.56259918,small_airport,no
MML,KMML,KMML,Southwest Minnesota Regional Airport - Marshall/Ryan Field,Marshall,US,NA,44.45050049,-95.82189941,small_airport,no
MMS,KMMS,KMMS,Selfs Airport,Marks,US,NA,34.231499,-90.289597,small_airport,no
MMT,KMMT,KMMT,Mc Entire Joint National Guard Base,Eastover,US,NA,33.92079926,-80.80130005,medium_airport,no
MMU,KMMU,KMMU,Morristown Municipal Airport,Morristown,US,NA,40.799062,-74.414949,medium_airport,no
MNM,KMNM,KMNM,Menominee–Marinette Twin County Airport,Menominee,US,NA,45.126701,-87.638397,small_airport,no
MNN,KMNN,KMNN,Marion Municipal Airport,Marion,US,NA,40.6161994934,-83.06349945070001,small_airport,no
MOB,KMOB,KMOB,Mobile Regional Airport,Mobile,US,NA,30.6912,-88.242798,medium_airport,yes
MOD,KMOD,KMOD,Modesto City Co-Harry Sham Field,Modesto,US,NA,37.625801,-120.954002,medium_airport,no
MOP,KMOP,KMOP,Mount Pleasant Municipal Airport,Mount Pleasant,US,NA,43.6217,-84.737503,small_airport,no
MOR,KMOR,KMOR,Morristown Regional Airport,Morristown,US,NA,36.179401,-83.375504,small_airport,no
MOT,KMOT,KMOT,Minot International Airport,Minot,US,NA,48.25801,-101.279123,medium_airport,yes
MOX,KMOX,KMOX,Morris Municipal Airport Charlie Schmidt Field,Morris,US,NA,45.566002,-95.967201,small_airport,no
RMY,KMPI,KMPI,Mariposa Yosemite Airport,Mariposa,US,NA,37.5108985901,-120.040000916,small_airport,no
MPJ,KMPJ,KMPJ,Petit Jean Park Airport,Morrilton,US,NA,35.138901,-92.909202,small_airport,no
MPO,KMPO,KMPO,Pocono Mountains Municipal Airport,Mount Pocono,US,NA,41.136025,-75.379572,small_airport,no
MPR,KMPR,KMPR,Mc Pherson Airport,Mc Pherson,US,NA,38.352402,-97.691299,small_airport,no
MPV,KMPV,KMPV,Edward F Knapp State Airport,Barre/Montpelier,US,NA,44.20349884,-72.56230164,medium_airport,no
MPZ,KMPZ,KMPZ,Mount Pleasant Municipal Airport,Mount Pleasant,US,NA,40.94660187,-91.51110077,small_airport,no
MQB,KMQB,KMQB,Macomb Municipal Airport,Macomb,US,NA,40.520099639899996,-90.65239715579999,small_airport,no
MEO,KMQI,KMQI,Dare County Regional Airport,Manteo,US,NA,35.91879,-75.695662,small_airport,no
CTH,KMQS,KMQS,Chester County G O Carlson Airport,Coatesville,US,NA,39.97900009,-75.8655014,small_airport,no
MQW,KMQW,KMQW,Telfair Wheeler Airport,Mc Rae,US,NA,32.095798,-82.879997,small_airport,no
MQY,KMQY,KMQY,Smyrna Airport,Smyrna,US,NA,36.0089988708,-86.5201034546,medium_airport,no
MRB,KMRB,KMRB,Eastern WV Regional Airport/Shepherd Field,Martinsburg,US,NA,39.40190125,-77.98459625,medium_airport,no
MRC,KMRC,KMRC,Maury County Airport,Columbia/Mount Pleasant,US,NA,35.5541000366,-87.17890167239999,small_airport,no
MRF,KMRF,KMRF,Marfa Municipal Airport,Marfa,US,NA,30.369593,-104.015893,small_airport,no
MRN,KMRN,KMRN,Foothills Regional Airport,Morganton,US,NA,35.820202,-81.611397,small_airport,no
MRY,KMRY,KMRY,Monterey Regional Airport,Monterey,US,NA,36.586777,-121.844183,medium_airport,yes
MSL,KMSL,KMSL,Northwest Alabama Regional Airport,Muscle Shoals,US,NA,34.745123,-87.612981,medium_airport,yes
MSN,KMSN,KMSN,Dane County Regional Truax Field,Madison,US,NA,43.1399,-89.337502,medium_airport,yes
MSO,KMSO,KMSO,Missoula Montana Airport,Missoula,US,NA,46.915816,-114.091107,medium_airport,yes
MSP,KMSP,KMSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,Minneapolis,US,NA,44.880081,-93.221741,large_airport,yes
MSS,KMSS,KMSS,Massena International Airport Richards Field,Massena,US,NA,44.936157,-74.844304,medium_airport,yes
MSV,KMSV,KMSV,Sullivan County International Airport,Monticello,US,NA,41.701596,-74.794997,small_airport,no
MSY,KMSY,KMSY,Louis Armstrong New Orleans International Airport,New Orleans,US,NA,29.993401,-90.264673,large_airport,yes
MTC,KMTC,KMTC,Selfridge Air National Guard Base Airport,Mount Clemens,US,NA,42.613463,-82.836919,medium_airport,no
MTH,KMTH,KMTH,Florida Keys Marathon International Airport,Marathon,US,NA,24.726006,-81.05138,medium_airport,no
MTJ,KMTJ,KMTJ,Montrose Regional Airport,Montrose,US,NA,38.5098,-107.893997,medium_airport,yes
MTN,KMTN,KMTN,Martin State Airport,Baltimore,US,NA,39.325699,-76.413803,medium_airport,no
MTO,KMTO,KMTO,Coles County Memorial Airport,Mattoon,US,NA,39.477901,-88.279198,small_airport,no
MTP,KMTP,KMTP,Montauk Airport,Montauk,US,NA,41.0765,-71.920797,small_airport,yes
MTW,KMTW,KMTW,Manitowoc County Airport,Manitowoc,US,NA,44.127116,-87.681983,small_airport,no
MUI,KMUI,KMUI,Muir Army Air Field (Fort Indiantown Gap) Airport,Fort Indiantown Gap(Annville),US,NA,40.435214,-76.568661,medium_airport,no
MUL,KMUL,KMUL,Spence Airport,Moultrie,US,NA,31.141569,-83.703718,small_airport,no
MUO,KMUO,KMUO,Mountain Home Air Force Base,Mountain Home,US,NA,43.043598,-115.872002,medium_airport,no
MUT,KMUT,KMUT,Muscatine Municipal Airport,Muscatine,US,NA,41.367803,-91.148201,small_airport,no
MVC,KMVC,KMVC,Monroe County Aeroplex Airport,Monroeville,US,NA,31.458,-87.350996,small_airport,no
MVE,KMVE,KMVE,Montevideo Chippewa County Airport,Montevideo,US,NA,44.969101,-95.710297,small_airport,no
MVL,KMVL,KMVL,Morrisville-Stowe State Airport,Morrisville,US,NA,44.534599,-72.613998,small_airport,no
MVN,KMVN,KMVN,Mount Vernon Outland Airport,Mount Vernon,US,NA,38.322774,-88.859257,small_airport,no
MVY,KMVY,KMVY,Martha's Vineyard Airport,Martha's Vineyard,US,NA,41.3931007385,-70.6143035889,small_airport,yes
MWA,KMWA,KMWA,Veterans Airport of Southern Illinois,Marion,US,NA,37.751208,-89.016568,medium_airport,yes
MWC,KMWC,KMWC,Lawrence J Timmerman Airport,Milwaukee,US,NA,43.110401,-88.034401,small_airport,no
MWH,KMWH,KMWH,Grant County International Airport,Moses Lake,US,NA,47.20769882,-119.3199997,medium_airport,no
MWL,KMWL,KMWL,Mineral Wells Regional Airport,Mineral Wells,US,NA,32.781601,-98.060204,medium_airport,yes
MWM,KMWM,KMWM,Windom Municipal Airport,Windom,US,NA,43.913399,-95.109398,small_airport,no
MWO,KMWO,KMWO,Middletown Regional Airport,Middletown,US,NA,39.530998,-84.395302,small_airport,no
MXA,KMXA,KMXA,Manila Municipal Airport,Manila,US,NA,35.894402,-90.154602,small_airport,no
MXF,KMXF,KMXF,Maxwell Air Force Base,Montgomery,US,NA,32.3829,-86.365799,medium_airport,no
MXO,KMXO,KMXO,Monticello Regional Airport,Monticello,US,NA,42.220402,-91.1633,small_airport,no
KMY,,KMY,Moser Bay Seaplane Base,Moser Bay,US,NA,57.0256,-154.145996,seaplane_base,yes
MYF,KMYF,KMYF,Montgomery-Gibbs Executive Airport,San Diego,US,NA,32.8157,-117.139999,small_airport,no
MYL,KMYL,KMYL,McCall Municipal Airport,McCall,US,NA,44.888837,-116.101112,medium_airport,yes
MYR,KMYR,KMYR,Myrtle Beach International Airport,Myrtle Beach,US,NA,33.679699,-78.928299,large_airport,yes
MYV,KMYV,KMYV,Yuba County Airport,Marysville,US,NA,39.09780121,-121.5699997,medium_airport,no
MZJ,KMZJ,KMZJ,Pinal Airpark,Marana,US,NA,32.5106010437,-111.32800293,small_airport,no
MZZ,KMZZ,KMZZ,Marion Municipal Airport,Marion,US,NA,40.4898986816,-85.6797027588,small_airport,no
CTX,,KN03,Cortland County Chase Field,Cortland,US,NA,42.59260178,-76.21489716,small_airport,no
SXY,,KN23,Sidney Municipal Airport,Sidney,US,NA,42.302600860596,-75.416000366211,small_airport,no
ONH,,KN66,Albert S Nader Regional Airport,Oneonta,US,NA,42.5247,-75.0644,small_airport,no
NBG,KNBG,KNBG,New Orleans NAS JRB/Alvin Callender Field,New Orleans,US,NA,29.82530022,-90.03500366,medium_airport,no
NHX,KNBJ,KNBJ,Naval Outlying Field Barin,Foley,US,NA,30.389099121100003,-87.63529968259999,small_airport,no
DGN,KNDY,KNDY,Dahlgren Naval Surface Warfare Center Airport,Dahlgren,US,NA,38.3325,-77.037201,small_airport,no
NEL,KNEL,KNEL,Lakehurst Maxfield Field Airport,Lakehurst,US,NA,40.03329849,-74.353302,medium_airport,no
NEN,KNEN,KNEN,Whitehouse Naval Outlying Field,Jacksonville,US,NA,30.353900909424,-81.87190246582,small_airport,no
NEW,KNEW,KNEW,Lakefront Airport,New Orleans,US,NA,30.042400360107,-90.028297424316,medium_airport,no
NFL,KNFL,KNFL,Fallon Naval Air Station,Fallon,US,NA,39.41659927,-118.7009964,medium_airport,no
FWH,KNFW,KNFW,NAS Fort Worth JRB / Carswell Field,Fort Worth,US,NA,32.769199,-97.441498,medium_airport,no
NGP,KNGP,KNGP,Naval Air Station Corpus Christi Truax Field,Corpus Christi,US,NA,27.6926,-97.2911,medium_airport,no
NGU,KNGU,KNGU,Norfolk Naval Station (Chambers Field),Norfolk,US,NA,36.937599,-76.289299,medium_airport,no
NGW,KNGW,KNGW,Cabaniss Field Naval Outlying Landing Field,Corpus Christi,US,NA,27.704426,-97.440578,small_airport,no
NHK,KNHK,KNHK,Patuxent River Naval Air Station (Trapnell Field),Patuxent River,US,NA,38.285999,-76.411797,medium_airport,no
NIP,KNIP,KNIP,Jacksonville Naval Air Station (Towers Field),Jacksonville,US,NA,30.2358,-81.680603,medium_airport,no
NJK,KNJK,KNJK,El Centro NAF Airport (Vraciu Field),El Centro,US,NA,32.829201,-115.671996,medium_airport,no
NKX,KNKX,KNKX,Miramar Marine Corps Air Station - Mitscher Field,San Diego,US,NA,32.86840057,-117.1429977,medium_airport,no
NLC,KNLC,KNLC,Lemoore Naval Air Station (Reeves Field) Airport,Lemoore,US,NA,36.33300018,-119.9520035,medium_airport,no
NPA,KNPA,KNPA,Naval Air Station Pensacola Forrest Sherman Field,Pensacola,US,NA,30.352699,-87.318604,medium_airport,no
NQA,KNQA,KNQA,Millington-Memphis Airport,Millington,US,NA,35.356701,-89.8703,medium_airport,no
NQI,KNQI,KNQI,Kingsville Naval Air Station,Kingsville,US,NA,27.5072002411,-97.8097000122,medium_airport,no
NQX,KNQX,KNQX,Naval Air Station Key West/Boca Chica Field,Key West,US,NA,24.57579994,-81.68890381,medium_airport,no
NRB,KNRB,KNRB,Naval Station Mayport / Admiral David L McDonald Field,Jacksonville,US,NA,30.3911,-81.424698,medium_airport,no
NRS,KNRS,KNRS,Naval Outlying Field Imperial Beach (Ream Field),Imperial Beach,US,NA,32.5667,-117.116997,small_airport,no
NSE,KNSE,KNSE,Whiting Field Naval Air Station - North,Milton,US,NA,30.7241993,-87.02189636,medium_airport,no
NTD,KNTD,KNTD,Point Mugu Naval Air Station (Naval Base Ventura Co),Point Mugu,US,NA,34.120300293,-119.121002197,medium_airport,no
NTU,KNTU,KNTU,Oceana Naval Air Station,Virginia Beach,US,NA,36.820702,-76.033501,medium_airport,no
NUQ,KNUQ,KNUQ,Moffett Federal Airfield,Mountain View,US,NA,37.4161,-122.049004,medium_airport,no
NUW,KNUW,KNUW,Whidbey Island Naval Air Station (Ault Field),Oak Harbor,US,NA,48.351799,-122.655998,medium_airport,no
NVD,KNVD,KNVD,Nevada Municipal Airport,Nevada,US,NA,37.8521,-94.304901,small_airport,no
NYG,KNYG,KNYG,Quantico Marine Corps Airfield / Turner Field,Quantico,US,NA,38.501701,-77.305298,medium_airport,no
YUM,KNYL,KNYL,Yuma International Airport / Marine Corps Air Station Yuma,Yuma,US,NA,32.650938,-114.609375,medium_airport,yes
NZY,KNZY,KNZY,North Island Naval Air Station-Halsey Field,San Diego,US,NA,32.69919968,-117.2149963,medium_airport,no
NVN,,KO02,Nervino Airport,Beckwourth,US,NA,39.818501,-120.352997,small_airport,no
COA,,KO22,Columbia Airport,Columbia,US,NA,38.030399322499996,-120.415000916,small_airport,no
ODC,,KO27,Oakdale Airport,Oakdale,US,NA,37.75630188,-120.8000031,small_airport,no
EYR,,KO43,Yerington Municipal Airport,Yerington,US,NA,39.0041007996,-119.157997131,small_airport,no
OAJ,KOAJ,KOAJ,Albert J Ellis Airport,Richlands,US,NA,34.829201,-77.612099,medium_airport,yes
OAK,KOAK,KOAK,Oakland San Francisco Bay Airport,Oakland,US,NA,37.720085,-122.221184,large_airport,yes
OAR,KOAR,KOAR,Marina Municipal Airport,Marina,US,NA,36.68190002,-121.762001,small_airport,no
OBE,KOBE,KOBE,Okeechobee County Airport,Okeechobee,US,NA,27.262800216699997,-80.8498001099,small_airport,no
OCF,KOCF,KOCF,Ocala International Airport - Jim Taylor Field,Ocala,US,NA,29.17259979,-82.22419739,small_airport,no
OCH,KOCH,KOCH,A L Mangham Jr. Regional Airport,Nacogdoches,US,NA,31.57799911,-94.70950317,small_airport,no
OCW,KOCW,KOCW,Warren Field,Washington,US,NA,35.570499420166,-77.049797058105,small_airport,no
ODT,,KODO,Odessa Schlemeyer Field,Odessa,US,NA,31.920601,-102.387001,small_airport,no
OEA,,KOEA,O'Neal Airport,Lawrenceville,US,NA,38.68521,-87.543138,small_airport,no
OEO,KOEO,KOEO,L O Simenstad Municipal Airport,Osceola,US,NA,45.310001,-92.691902,small_airport,no
OFF,KOFF,KOFF,Offutt Air Force Base,Omaha,US,NA,41.119307,-95.90851,medium_airport,no
OFK,KOFK,KOFK,Karl Stefan Memorial Airport,Norfolk,US,NA,41.985500335693,-97.435096740723,medium_airport,no
OGA,KOGA,KOGA,Ogallala Municipal Airport Searle Field,Ogallala,US,NA,41.119499,-101.769997,small_airport,no
OGB,KOGB,KOGB,Orangeburg Municipal Airport,Orangeburg,US,NA,33.456798553467,-80.859497070312,medium_airport,no
OGD,KOGD,KOGD,Ogden Hinckley Airport,Ogden,US,NA,41.195899963379,-112.0120010376,medium_airport,yes
OGS,KOGS,KOGS,Ogdensburg International Airport,Ogdensburg,US,NA,44.6819,-75.4655,medium_airport,yes
OIC,KOIC,KOIC,Lt Warren Eaton Airport,Norwich,US,NA,42.566600799561,-75.524101257324,small_airport,no
OJC,KOJC,KOJC,Johnson County Executive Airport,Olathe,US,NA,38.84759903,-94.73760223,small_airport,no
OCN,KOKB,KOKB,Oceanside Municipal Airport,Oceanside,US,NA,33.217947,-117.351683,medium_airport,no
OKC,KOKC,KOKC,OKC Will Rogers World Airport,Oklahoma City,US,NA,35.393388,-97.598248,large_airport,yes
ODW,KOKH,KOKH,AJ Eisenberg Airport,Oak Harbor,US,NA,48.251499176,-122.674003601,small_airport,no
OKK,KOKK,KOKK,Kokomo Municipal Airport,Kokomo,US,NA,40.528198242188,-86.05899810791,small_airport,no
OKM,KOKM,KOKM,Okmulgee Regional Airport,Okmulgee,US,NA,35.668098449707,-95.948699951172,small_airport,no
OKS,KOKS,KOKS,Garden County Airport/King Rhiley Field,Oshkosh,US,NA,41.401001,-102.355003,small_airport,no
WGO,KOKV,KOKV,Winchester Regional Airport,Winchester,US,NA,39.14350128,-78.14440155,small_airport,no
OLD,KOLD,KOLD,Dewitt Field - Old Town Municipal Airport,Old Town,US,NA,44.952801,-68.674301,small_airport,no
OLE,KOLE,KOLE,Cattaraugus County-Olean Airport,Olean,US,NA,42.241199,-78.371399,small_airport,no
OLF,KOLF,KOLF,L M Clayton Airport,Wolf Point,US,NA,48.094501,-105.574997,medium_airport,yes
OLM,KOLM,KOLM,Olympia Regional Airport,Olympia,US,NA,46.969399,-122.903,medium_airport,yes
OLS,KOLS,KOLS,Nogales International Airport,Nogales,US,NA,31.4177,-110.848,medium_airport,no
OLU,KOLU,KOLU,Columbus Municipal Airport,Columbus,US,NA,41.448145,-97.340174,medium_airport,no
OLV,KOLV,KOLV,Olive Branch Airport,Olive Branch,US,NA,34.9786987305,-89.78690338130001,small_airport,no
OLY,KOLY,KOLY,Olney Noble Airport,Olney-Noble,US,NA,38.721802,-88.176399,small_airport,no
OMA,KOMA,KOMA,Eppley Airfield,Omaha,US,NA,41.3032,-95.894096,large_airport,yes
OMK,KOMK,KOMK,Omak Airport,Omak,US,NA,48.4644012451,-119.517997742,small_airport,no
ONA,KONA,KONA,Winona Municipal Airport Max Conrad Field,Winona,US,NA,44.077202,-91.708298,small_airport,no
ONL,KONL,KONL,O'Neill Municipal Airport–John L Baker Field,O'Neill,US,NA,42.468916,-98.686989,small_airport,no
ONM,KONM,KONM,Socorro Municipal Airport,Socorro,US,NA,34.022499,-106.903,small_airport,no
ONO,KONO,KONO,Ontario Municipal Airport,Oregon,US,NA,44.0198,-117.013289,medium_airport,no
ONP,KONP,KONP,Newport Municipal Airport,Newport,US,NA,44.580399,-124.057999,medium_airport,no
ONT,KONT,KONT,Ontario International Airport,Ontario,US,NA,34.056,-117.600998,large_airport,yes
ONY,KONY,KONY,Olney Municipal Airport,Olney,US,NA,33.350899,-98.819199,small_airport,no
OOA,KOOA,KOOA,Oskaloosa Municipal Airport,Cedar,US,NA,41.2262,-92.493896,small_airport,no
OPF,KOPF,KOPF,Miami-Opa Locka Executive Airport,Miami,US,NA,25.907,-80.278397,medium_airport,yes
OPL,KOPL,KOPL,St Landry Parish Ahart Field,Opelousas,US,NA,30.558399,-92.099403,small_airport,no
NCO,KOQU,KOQU,Quonset State Airport,North Kingstown,US,NA,41.597099304199,-71.412101745605,medium_airport,no
ORD,KORD,KORD,Chicago O'Hare International Airport,Chicago,US,NA,41.9786,-87.9048,large_airport,yes
ORF,KORF,KORF,Norfolk International Airport,Norfolk,US,NA,36.895341,-76.201,large_airport,yes
ORH,KORH,KORH,Worcester Regional Airport,Worcester,US,NA,42.2673,-71.875702,medium_airport,yes
ORL,KORL,KORL,Orlando Executive Airport,Orlando,US,NA,28.5455,-81.332901,medium_airport,no
ESD,KORS,KORS,Orcas Island Airport,Eastsound,US,NA,48.708199,-122.910004,medium_airport,yes
MPS,KOSA,KOSA,Mount Pleasant Regional Airport,Mount Pleasant,US,NA,33.095501,-94.961502,small_airport,no
OSC,KOSC,KOSC,Oscoda Wurtsmith Airport,Oscoda,US,NA,44.451599,-83.394096,small_airport,no
OSH,KOSH,KOSH,Wittman Regional Airport,Oshkosh,US,NA,43.98440170288086,-88.55699920654297,medium_airport,no
OSU,KOSU,KOSU,The Ohio State University Airport - Don Scott Field,Columbus,US,NA,40.0798,-83.072998,medium_airport,no
OSX,KOSX,KOSX,Kosciusko Attala County Airport,Kosciusko,US,NA,33.090302,-89.542,small_airport,no
OTG,KOTG,KOTG,Worthington Municipal Airport,Worthington,US,NA,43.65477,-95.577364,small_airport,no
OTH,KOTH,KOTH,Southwest Oregon Regional Airport,North Bend,US,NA,43.41709899902344,-124.24600219726562,medium_airport,yes
OTM,KOTM,KOTM,Ottumwa Regional Airport,Ottumwa,US,NA,41.106368,-92.449837,medium_airport,no
OUN,KOUN,KOUN,University of Oklahoma Westheimer Airport,Norman,US,NA,35.2456,-97.472099,small_airport,no
OVE,KOVE,KOVE,Oroville Municipal Airport,Oroville,US,NA,39.487800598145,-121.62200164795,small_airport,no
OWA,KOWA,KOWA,Owatonna Degner Regional Airport,Owatonna,US,NA,44.123402,-93.260597,small_airport,no
OWB,KOWB,KOWB,Owensboro Daviess County Airport,Owensboro,US,NA,37.74010086,-87.16680145,medium_airport,yes
OWD,KOWD,KOWD,Norwood Memorial Airport,Norwood,US,NA,42.1904983521,-71.1728973389,medium_airport,no
OWK,KOWK,KOWK,Central Maine/Norridgewock Airport,Norridgewock,US,NA,44.7155,-69.866501,small_airport,no
OCE,KOXB,KOXB,Ocean City Municipal Airport,Ocean City,US,NA,38.310398,-75.124001,medium_airport,yes
OXC,KOXC,KOXC,Waterbury Oxford Airport,Oxford,US,NA,41.47859954834,-73.135200500488,small_airport,no
OXD,KOXD,KOXD,Miami University Airport,Oxford,US,NA,39.50230026,-84.78440094,small_airport,no
OXR,KOXR,KOXR,Oxnard Airport,Oxnard,US,NA,34.200801849365,-119.20700073242,medium_airport,no
KOY,,KOY,Olga Bay Seaplane Base,Olga Bay,US,NA,57.161499,-154.229996,seaplane_base,yes
STQ,KOYM,KOYM,St Marys Municipal Airport,St Marys,US,NA,41.412498474121,-78.502601623535,small_airport,no
OZA,KOZA,KOZA,Ozona Municipal Airport,Ozona,US,NA,30.735300064087,-101.20300292969,small_airport,no
OZR,KOZR,KOZR,Cairns AAF (Fort Rucker) Air Field,Fort Rucker/Ozark,US,NA,31.27569962,-85.71340179,medium_airport,no
BSQ,,KP04,Bisbee Municipal Airport,Bisbee,US,NA,31.3640003204,-109.883003235,small_airport,no
