iata_code,icao_code,ident,name,municipality,iso_country,continent,latitude_deg,longitude_deg,type,scheduled_service
HUT,KHUT,KHUT,Hutchinson Municipal Airport,Hutchinson,US,NA,38.0654983521,-97.86060333250002,medium_airport,no
HVE,KHVE,KHVE,Hanksville Airport,Hanksville,US,NA,38.417999267599996,-110.70400238,small_airport,no
HVN,KHVN,KHVN,Tweed New Haven Airport,New Haven,US,NA,41.262869,-72.887694,medium_airport,yes
HVR,KHVR,KHVR,Havre City County Airport,Havre,US,NA,48.541387,-109.762859,medium_airport,yes
HVS,KHVS,KHVS,Hartsville Regional Airport,Hartsville,US,NA,34.4030990601,-80.11920166019999,small_airport,no
HWD,KHWD,KHWD,Hayward Executive Airport,Hayward,US,NA,37.659198761,-122.122001648,small_airport,no
HWO,KHWO,KHWO,North Perry Airport,Hollywood,US,NA,26.0012,-80.2407,medium_airport,no
WSH,KHWV,KHWV,Brookhaven Calabro Airport,Shirley,US,NA,40.821899,-72.8694,small_airport,no
HHH,KHXD,KHXD,Hilton Head Airport,Hilton Head Island,US,NA,32.2244,-80.697502,medium_airport,yes
HYA,KHYA,KHYA,Cape Cod Gateway Airport,Hyannis,US,NA,41.6693,-70.280403,medium_airport,yes
HYR,KHYR,KHYR,Sawyer County Airport,Hayward,US,NA,46.025199890100005,-91.44429779050002,medium_airport,no
HYS,KHYS,KHYS,Hays Regional Airport,Hays,US,NA,38.844521,-99.273148,medium_airport,yes
HZL,KHZL,KHZL,Hazleton Municipal Airport,Hazleton,US,NA,40.986801147499996,-75.9949035645,small_airport,no
JFN,KHZY,KHZY,Northeast Ohio Regional Airport,Ashtabula,US,NA,41.778,-80.695503,medium_airport,no
IAB,KIAB,KIAB,McConnell Air Force Base,Wichita,US,NA,37.621899,-97.268204,medium_airport,no
IAD,KIAD,KIAD,Washington Dulles International Airport,Dulles,US,NA,38.9445,-77.455803,large_airport,yes
IAG,KIAG,KIAG,Niagara Falls International Airport,Niagara Falls,US,NA,43.1073,-78.946198,medium_airport,yes
IAH,KIAH,KIAH,George Bush Intercontinental Airport,Houston,US,NA,29.9844,-95.3414,large_airport,yes
KIB,,KIB,Ivanof Bay Seaplane Base,Ivanof Bay,US,NA,55.8974990845,-159.488998413,seaplane_base,no
ICL,KICL,KICL,Schenck Field,Clarinda,US,NA,40.72180176,-95.02639771,small_airport,no
ICT,KICT,KICT,Wichita Dwight D. Eisenhower National Airport,Wichita,US,NA,37.650314,-97.428583,medium_airport,yes
IDA,KIDA,KIDA,Idaho Falls Regional Airport,Idaho Falls,US,NA,43.514599,-112.070999,medium_airport,yes
IDG,KIDG,KIDG,Ida Grove Municipal Airport,Ida Grove,US,NA,42.3326,-95.444901,small_airport,no
IDI,KIDI,KIDI,Indiana County–Jimmy Stewart Airport,Indiana,US,NA,40.631119,-79.101884,small_airport,no
IDP,KIDP,KIDP,Independence Municipal Airport,Independence,US,NA,37.1584014893,-95.77839660640001,small_airport,no
XPR,KIEN,KIEN,Pine Ridge Airport,Pine Ridge,US,NA,43.020902,-102.506089,small_airport,no
IFA,KIFA,KIFA,Iowa Falls Municipal Airport,Iowa Falls,US,NA,42.4707984924,-93.2699966431,small_airport,no
IFP,KIFP,KIFP,Laughlin Bullhead International Airport,Bullhead City,US,NA,35.154726,-114.559322,medium_airport,no
IGM,KIGM,KIGM,Kingman Airport,Kingman,US,NA,35.259499,-113.938004,medium_airport,no
IJX,KIJX,KIJX,Jacksonville Municipal Airport,Jacksonville,US,NA,39.774601,-90.238297,small_airport,no
IKK,KIKK,KIKK,Greater Kankakee Airport,Kankakee,US,NA,41.07139968869999,-87.8462982178,medium_airport,no
KIL,,KIL,Kilwa Airport,Kilwa,CD,AF,-9.2886,28.3269,small_airport,no
ILE,KILE,KILE,Skylark Field,Killeen,US,NA,31.0858001709,-97.6865005493,small_airport,no
ILG,KILG,KILG,Wilmington Airport,Wilmington,US,NA,39.678699,-75.606499,medium_airport,yes
ILM,KILM,KILM,Wilmington International Airport,Wilmington,US,NA,34.272345,-77.905117,medium_airport,yes
ILN,KILN,KILN,Wilmington Airpark,Wilmington,US,NA,39.427898407,-83.792098999,medium_airport,no
IML,KIML,KIML,Imperial Municipal Airport,Imperial,US,NA,40.50930023,-101.6210022,small_airport,no
IMM,KIMM,KIMM,Immokalee Regional Airport,Immokalee,US,NA,26.427933,-81.403531,small_airport,no
MDN,KIMS,KIMS,Madison Municipal Airport,Madison,US,NA,38.75889969,-85.46549988,small_airport,no
IMT,KIMT,KIMT,Ford Airport,Kingsford,US,NA,45.81911,-88.114557,medium_airport,yes
IND,KIND,KIND,Indianapolis International Airport,Indianapolis,US,NA,39.7173,-86.294403,large_airport,yes
INK,KINK,KINK,Winkler County Airport,Wink,US,NA,31.7796,-103.200996,medium_airport,no
INL,KINL,KINL,Falls International Airport,International Falls,US,NA,48.566200256347656,-93.4030990600586,medium_airport,yes
INS,KINS,KINS,Creech Air Force Base,Indian Springs,US,NA,36.587200164799995,-115.672996521,small_airport,no
INT,KINT,KINT,Smith Reynolds Airport,Winston Salem,US,NA,36.13370132446289,-80.22200012207031,medium_airport,no
INW,KINW,KINW,Winslow Lindbergh Regional Airport,Winslow,US,NA,35.021900177,-110.722999573,medium_airport,no
IOW,KIOW,KIOW,Iowa City Municipal Airport,Iowa City,US,NA,41.639198303200004,-91.5465011597,small_airport,no
IPL,KIPL,KIPL,Imperial County Airport,Imperial,US,NA,32.83539,-115.574026,medium_airport,yes
IPT,KIPT,KIPT,Williamsport Regional Airport,Williamsport,US,NA,41.242126,-76.92245,medium_airport,yes
IRK,KIRK,KIRK,Kirksville Regional Airport,Kirksville,US,NA,40.09349822998047,-92.5448989868164,medium_airport,yes
IRS,KIRS,KIRS,Kirsch Municipal Airport,Sturgis,US,NA,41.813301,-85.439003,small_airport,no
ISM,KISM,KISM,Kissimmee Gateway Airport,Orlando,US,NA,28.2898006439,-81.4371032715,medium_airport,no
ISO,KISO,KISO,Kinston Regional Jetport At Stallings Field,Kinston,US,NA,35.331401825,-77.60880279540001,medium_airport,no
ISP,KISP,KISP,Long Island MacArthur Airport,Islip,US,NA,40.796324,-73.101703,medium_airport,yes
ISQ,KISQ,KISQ,Schoolcraft County Airport,Manistique,US,NA,45.974602,-86.171799,small_airport,no
ISW,KISW,KISW,Alexander Field South Wood County Airport,Wisconsin Rapids,US,NA,44.3602981567,-89.83899688720001,small_airport,no
ITH,KITH,KITH,Ithaca Tompkins Regional Airport,Ithaca,US,NA,42.49100112915039,-76.4583969116211,medium_airport,yes
AZA,KIWA,KIWA,Mesa Gateway Airport,Mesa,US,NA,33.3078,-111.654999,medium_airport,yes
IWD,KIWD,KIWD,Gogebic Iron County Airport,Ironwood,US,NA,46.525298,-90.131578,small_airport,yes
ISS,KIWI,KIWI,Wiscasset Airport,Wiscasset,US,NA,43.9613990784,-69.712600708,small_airport,no
IWS,KIWS,KIWS,West Houston Airport,Houston,US,NA,29.818199,-95.6726,small_airport,no
JCI,KIXD,KIXD,New Century AirCenter Airport,New Century,US,NA,38.830898,-94.890297,small_airport,no
IYK,KIYK,KIYK,Inyokern Airport,Inyokern,US,NA,35.65879822,-117.8300018,small_airport,no
SQA,KIZA,KIZA,Santa Ynez Airport,Santa Ynez,US,NA,34.60680008,-120.0759964,small_airport,no
FRY,KIZG,KIZG,Eastern Slopes Regional Airport,Fryeburg,US,NA,43.991100311299995,-70.9478988647,small_airport,no
JAC,KJAC,KJAC,Jackson Hole Airport,Jackson,US,NA,43.6073,-110.737999,medium_airport,yes
JAN,KJAN,KJAN,Jackson-Medgar Wiley Evers International Airport,Jackson,US,NA,32.311199,-90.075897,medium_airport,yes
JAS,KJAS,KJAS,Jasper County Airport Bell Field,Jasper,US,NA,30.8857,-94.034897,small_airport,no
JAX,KJAX,KJAX,Jacksonville International Airport,Jacksonville,US,NA,30.492469,-81.687813,large_airport,yes
JBR,KJBR,KJBR,Jonesboro Municipal Airport,Jonesboro,US,NA,35.83169937133789,-90.64640045166016,medium_airport,yes
JCT,KJCT,KJCT,Kimble County Airport,Junction,US,NA,30.5112991333,-99.7634963989,medium_airport,no
JDN,KJDN,KJDN,Jordan Airport,Jordan,US,NA,47.3288,-106.953003,small_airport,no
JEF,KJEF,KJEF,Jefferson City Memorial Airport,Jefferson City,US,NA,38.5912017822,-92.15609741210001,small_airport,no
JFK,KJFK,KJFK,John F. Kennedy International Airport,New York,US,NA,40.639447,-73.779317,large_airport,yes
JHW,KJHW,KJHW,Chautauqua County-Jamestown Airport,Jamestown,US,NA,42.15425,-79.254008,medium_airport,no
GUF,KJKA,KJKA,Jack Edwards National Airport,Gulf Shores,US,NA,30.290501,-87.671799,small_airport,no
JLN,KJLN,KJLN,Joplin Regional Airport,Joplin,US,NA,37.151798,-94.498299,medium_airport,yes
JMS,KJMS,KJMS,Jamestown Regional Airport,Jamestown,US,NA,46.92969894,-98.67819977,medium_airport,yes
JOT,KJOT,KJOT,Joliet Regional Airport,Joliet,US,NA,41.51779938,-88.17549896,small_airport,no
USA,KJQF,KJQF,Concord-Padgett Regional Airport,Concord,US,NA,35.387798,-80.709099,medium_airport,yes
JKV,KJSO,KJSO,Cherokee County Airport,Jacksonville,US,NA,31.8693008423,-95.2173995972,small_airport,no
JST,KJST,KJST,John Murtha Johnstown Cambria County Airport,Johnstown,US,NA,40.31610107421875,-78.83390045166016,medium_airport,yes
JVL,KJVL,KJVL,Southern Wisconsin Regional Airport,Janesville,US,NA,42.620300293,-89.0416030884,small_airport,no
KJX,WITO,KJX,Kuala Batu Airport,Blangpidie,ID,AS,3.735749,96.790109,small_airport,no
JXN,KJXN,KJXN,Jackson County Airport/Reynolds Field,Jackson,US,NA,42.260509,-84.463019,medium_airport,no
OSB,,KK15,Grand Glaize Osage Beach Airport,Osage Beach,US,NA,38.1105,-92.680496,small_airport,no
KKB,,KKB,Kitoi Bay Seaplane Base,Kitoi Bay,US,NA,58.190899,-152.369995,seaplane_base,yes
KIC,KKIC,KKIC,Mesa Del Rey Airport,King City,US,NA,36.2280006409,-121.122001648,small_airport,no
KKL,,KKL,Karluk Lake Seaplane Base,Karluk Lake,US,NA,57.3670005798,-154.027999878,seaplane_base,no
KLS,KKLS,KKLS,Southwest Washington Regional Airport,Kelso,US,NA,46.11800003049999,-122.898002625,medium_airport,no
KNB,KKNB,KKNB,Kanab Municipal Airport,Kanab,US,NA,37.011101,-112.530998,small_airport,no
KKU,,KKU,Ekuk Airport,Ekuk,US,NA,58.8111991882,-158.559005737,small_airport,no
DTH,,KL06,Furnace Creek Airport,Death Valley,US,NA,36.463799,-116.880997,small_airport,no
BXS,,KL08,Borrego Valley Airport,Borrego Springs,US,NA,33.2589988708,-116.320999146,small_airport,no
RBF,,KL35,Big Bear City Airport,Big Bear,US,NA,34.263802,-116.856003,small_airport,no
MYH,,KL41,Marble Canyon Airport,Marble Canyon,US,NA,36.8125,-111.647003,small_airport,no
TRH,,KL72,Trona Airport,Trona,US,NA,35.8125,-117.327003479,small_airport,no
LAA,KLAA,KLAA,Southeast Colorado Regional Airport,Lamar,US,NA,38.066407,-102.691373,medium_airport,no
LAF,KLAF,KLAF,Purdue University Airport,West Lafayette,US,NA,40.412875,-86.939363,medium_airport,yes
LAL,KLAL,KLAL,Lakeland Linder International Airport,Lakeland,US,NA,27.989267,-82.020715,medium_airport,yes
LAM,KLAM,KLAM,Los Alamos Airport,Los Alamos,US,NA,35.8797988892,-106.268997192,small_airport,no
LAN,KLAN,KLAN,Capital Region International Airport,Lansing,US,NA,42.777582,-84.585721,medium_airport,yes
LAR,KLAR,KLAR,Laramie Regional Airport,Laramie,US,NA,41.31209945678711,-105.67500305175781,medium_airport,yes
LAS,KLAS,KLAS,Harry Reid International Airport,Las Vegas,US,NA,36.083361,-115.151817,large_airport,yes
LAW,KLAW,KLAW,Lawton Fort Sill Regional Airport,Lawton,US,NA,34.567699,-98.416603,medium_airport,yes
LAX,KLAX,KLAX,Los Angeles International Airport,Los Angeles,US,NA,33.942501,-118.407997,large_airport,yes
LBB,KLBB,KLBB,Lubbock Preston Smith International Airport,Lubbock,US,NA,33.663601,-101.822998,medium_airport,yes
LBE,KLBE,KLBE,Arnold Palmer Regional Airport,Latrobe,US,NA,40.275902,-79.4048,medium_airport,yes
LBF,KLBF,KLBF,North Platte Regional Airport Lee Bird Field,North Platte,US,NA,41.12620163,-100.6839981,medium_airport,yes
LBL,KLBL,KLBL,Liberal Mid-America Regional Airport,Liberal,US,NA,37.0442009,-100.9599991,medium_airport,yes
LBT,KLBT,KLBT,Lumberton Regional Airport,Lumberton,US,NA,34.610773,-79.05943,medium_airport,no
LJN,KLBX,KLBX,Texas Gulf Coast Regional Airport,Angleton,US,NA,29.108601,-95.462097,medium_airport,no
LCH,KLCH,KLCH,Lake Charles Regional Airport,Lake Charles,US,NA,30.126100540161133,-93.22329711914062,medium_airport,yes
LCI,KLCI,KLCI,Laconia Municipal Airport,Laconia / Gilford,US,NA,43.572701,-71.4189,small_airport,no
LCK,KLCK,KLCK,Rickenbacker International Airport,Columbus,US,NA,39.813801,-82.927803,medium_airport,yes
LCQ,KLCQ,KLCQ,Lake City Gateway Airport,Lake City,US,NA,30.181999,-82.576897,small_airport,no
LDJ,KLDJ,KLDJ,Linden Airport,Linden,US,NA,40.617401123,-74.2445983887,small_airport,no
LDM,KLDM,KLDM,Mason County Airport,Ludington,US,NA,43.96250153,-86.40789795,small_airport,no
LEB,KLEB,KLEB,Lebanon Municipal Airport,Lebanon,US,NA,43.626098632799994,-72.30419921880001,medium_airport,yes
LEE,KLEE,KLEE,Leesburg International Airport,Leesburg,US,NA,28.82309914,-81.80870056,medium_airport,no
LEM,KLEM,KLEM,Lemmon Municipal Airport,Lemmon,US,NA,45.9187011719,-102.106002808,small_airport,no
LEW,KLEW,KLEW,Auburn Lewiston Municipal Airport,Auburn/Lewiston,US,NA,44.048500061,-70.2835006714,small_airport,no
LEX,KLEX,KLEX,Blue Grass Airport,Lexington,US,NA,38.035066,-84.606738,medium_airport,yes
LFI,KLFI,KLFI,Langley Air Force Base,Hampton,US,NA,37.082901,-76.360497,medium_airport,no
LFK,KLFK,KLFK,Angelina County Airport,Lufkin,US,NA,31.2339992523,-94.75,medium_airport,no
LFT,KLFT,KLFT,Lafayette Regional Airport,Lafayette,US,NA,30.205299,-91.987602,medium_airport,yes
LGA,KLGA,KLGA,LaGuardia Airport,New York,US,NA,40.777199,-73.872597,large_airport,yes
LGB,KLGB,KLGB,Long Beach International Airport,Long Beach,US,NA,33.816523,-118.149891,large_airport,yes
LGC,KLGC,KLGC,LaGrange Callaway Airport,LaGrange,US,NA,33.008873,-85.074331,small_airport,no
LGD,KLGD,KLGD,La Grande/Union County Airport,La Grande,US,NA,45.2901992798,-118.007003784,small_airport,no
LGF,KLGF,KLGF,Laguna Army Airfield,Yuma Proving Ground(Yuma),US,NA,32.860794,-114.39615,small_airport,no
LGU,KLGU,KLGU,Logan-Cache Airport,Logan,US,NA,41.7911987305,-111.851997375,medium_airport,no
LHV,KLHV,KLHV,William T. Piper Memorial Airport,Lock Haven,US,NA,41.13560104,-77.42230225,small_airport,no
LIY,KLHW,KLHW,MidCoast Regional Airport at Wright Army Airfield,Hinesville,US,NA,31.891237,-81.561003,small_airport,no
LFN,KLHZ,KLHZ,Triangle North Executive Airport,Louisburg,US,NA,36.0233,-78.330299,small_airport,no
LIC,KLIC,KLIC,Limon Municipal Airport,Limon,US,NA,39.274799346900004,-103.666000366,small_airport,no
LIT,KLIT,KLIT,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,US,NA,34.729222,-92.223591,medium_airport,yes
LKP,KLKP,KLKP,Lake Placid Airport,Lake Placid,US,NA,44.2644996643,-73.96189880370001,small_airport,no
LOW,KLKU,KLKU,Louisa County Airport / Freeman Field,Louisa,US,NA,38.0098,-77.9701,small_airport,no
LKV,KLKV,KLKV,Lake County Airport,Lakeview,US,NA,42.161098480199996,-120.399002075,small_airport,no
CHL,KLLJ,KLLJ,Challis Airport,Challis,US,NA,44.522999,-114.218002,small_airport,no
LMS,KLMS,KLMS,Louisville Winston County Airport,Louisville,US,NA,33.1461982727,-89.0625,small_airport,no
LMT,KLMT,KLMT,Crater Lake-Klamath Regional Airport,Klamath Falls,US,NA,42.156101,-121.733002,medium_airport,no
LNA,KLNA,KLNA,Palm Beach County Park Airport,West Palm Beach,US,NA,26.59300041,-80.08509827,small_airport,no
LND,KLND,KLND,Hunt Field,Lander,US,NA,42.815201,-108.730003,medium_airport,no
LNK,KLNK,KLNK,Lincoln Airport,Lincoln,US,NA,40.844882,-96.76178,medium_airport,yes
LNN,KLNN,KLNN,Lake County Executive Airport,Willoughby,US,NA,41.683998,-81.389702,small_airport,no
LNP,KLNP,KLNP,Lonesome Pine Airport,Wise,US,NA,36.9874992371,-82.5299987793,small_airport,no
LNR,KLNR,KLNR,Tri-County Regional Airport,Spring Green,US,NA,43.2099,-90.181332,small_airport,no
LNS,KLNS,KLNS,Lancaster Airport,Lancaster,US,NA,40.121700286865234,-76.29609680175781,medium_airport,yes
LOL,KLOL,KLOL,Derby Field,Lovelock,US,NA,40.0663986206,-118.565002441,medium_airport,no
BBX,KLOM,KLOM,Wings Field,Philadelphia,US,NA,40.1375007629,-75.2650985718,small_airport,no
LOT,KLOT,KLOT,Lewis University Airport,Chicago/Romeoville,US,NA,41.6073,-88.096199,small_airport,no
LOU,KLOU,KLOU,Bowman Field,Louisville,US,NA,38.2280006409,-85.6636962891,medium_airport,no
LOZ,KLOZ,KLOZ,London-Corbin Airport/Magee Field,London,US,NA,37.0821990967,-84.08489990230001,medium_airport,no
LPC,KLPC,KLPC,Lompoc Airport,Lompoc,US,NA,34.665599823,-120.468002319,small_airport,no
LQK,KLQK,KLQK,Pickens County Airport,Pickens,US,NA,34.8100013733,-82.70290374759999,small_airport,no
LRD,KLRD,KLRD,Laredo International Airport,Laredo,US,NA,27.5438,-99.461601,medium_airport,yes
LRF,KLRF,KLRF,Little Rock Air Force Base,Jacksonville,US,NA,34.916900634799994,-92.14969635010002,medium_airport,no
LRJ,KLRJ,KLRJ,Le Mars Municipal Airport,Le Mars,US,NA,42.77799988,-96.1937027,small_airport,no
LRU,KLRU,KLRU,Las Cruces International Airport,Las Cruces,US,NA,32.289398,-106.921997,medium_airport,yes
LSB,KLSB,KLSB,Lordsburg Municipal Airport,Lordsburg,US,NA,32.3334999084,-108.692001343,small_airport,no
LSE,KLSE,KLSE,La Crosse Regional Airport,La Crosse,US,NA,43.879002,-91.256699,medium_airport,yes
LSF,KLSF,KLSF,Lawson Army Air Field,Fort Benning,US,NA,32.332546,-84.988003,medium_airport,no
LSK,KLSK,KLSK,Lusk Municipal Airport,Lusk,US,NA,42.753799438499996,-104.404998779,small_airport,no
LSN,KLSN,KLSN,Los Banos Municipal Airport,Los Banos,US,NA,37.06290054,-120.8690033,small_airport,no
LSV,KLSV,KLSV,Nellis Air Force Base,Las Vegas,US,NA,36.2361984253,-115.033996582,medium_airport,no
LTS,KLTS,KLTS,Altus Air Force Base,Altus,US,NA,34.667099,-99.266701,medium_airport,no
LUF,KLUF,KLUF,Luke Air Force Base,Glendale,US,NA,33.535,-112.383003,medium_airport,no
LUK,KLUK,KLUK,Cincinnati Municipal Airport Lunken Field,Cincinnati,US,NA,39.102357,-84.418945,medium_airport,yes
LUL,KLUL,KLUL,Hesler Noble Field,Laurel,US,NA,31.672599792499998,-89.172203064,small_airport,no
LVK,KLVK,KLVK,Livermore Municipal Airport,Livermore,US,NA,37.6934013367,-121.819999695,small_airport,no
LVL,KLVL,KLVL,Brunswick Municipal Airport,Lawrenceville,US,NA,36.774229,-77.793846,small_airport,no
LVM,KLVM,KLVM,Mission Field,Livingston,US,NA,45.6994018555,-110.447998047,medium_airport,no
LVS,KLVS,KLVS,Las Vegas Municipal Airport,Las Vegas,US,NA,35.654202,-105.141998,medium_airport,no
LWB,KLWB,KLWB,Greenbrier Valley Airport,Lewisburg,US,NA,37.857914,-80.400438,medium_airport,yes
LWC,KLWC,KLWC,Lawrence Municipal Airport,Lawrence,US,NA,39.01119995,-95.21659851,small_airport,no
LWL,KLWL,KLWL,Wells Municipal Airport/Harriet Field,Wells,US,NA,41.117099762,-114.92199707,small_airport,no
LWM,KLWM,KLWM,Lawrence Municipal Airport,Lawrence,US,NA,42.717201232899995,-71.1233978271,medium_airport,no
LWS,KLWS,KLWS,Lewiston Nez Perce County Airport,Lewiston,US,NA,46.3745002746582,-117.01499938964844,medium_airport,yes
LWT,KLWT,KLWT,Lewistown Municipal Airport,Lewistown,US,NA,47.048429,-109.466143,medium_airport,no
LWV,KLWV,KLWV,Lawrenceville Vincennes International Airport,Lawrenceville,US,NA,38.7643013,-87.6054992676,small_airport,no
LXN,KLXN,KLXN,Jim Kelly Field,Lexington,US,NA,40.791,-99.777298,small_airport,no
LXV,KLXV,KLXV,Lake County Airport,Leadville,US,NA,39.220298767100005,-106.317001343,small_airport,no
LYH,KLYH,KLYH,Lynchburg Regional Airport - Preston Glenn Field,Lynchburg,US,NA,37.326698,-79.200401,medium_airport,yes
LYO,KLYO,KLYO,Lyons-Rice County Municipal Airport,Lyons,US,NA,38.339481,-98.228702,small_airport,no
LZU,KLZU,KLZU,Gwinnett County Briscoe Field,Lawrenceville,US,NA,33.97809982,-83.96240234,small_airport,no
PCU,,KM13,Poplarville Pearl River County Airport,Poplarville,US,NA,30.785999298096,-89.504501342773,small_airport,no
MLK,,KM75,Malta Airport,Malta,US,NA,48.366901,-107.918999,small_airport,no
MAC,KMAC,KMAC,Macon Downtown Airport,Macon,US,NA,32.82210159,-83.56199646,small_airport,no
MAE,KMAE,KMAE,Madera Municipal Airport,Madera,US,NA,36.9886016846,-120.111999512,small_airport,no
MAF,KMAF,KMAF,Midland International Air and Space Port,Midland,US,NA,31.942499,-102.202003,medium_airport,yes
MAW,KMAW,KMAW,Malden Regional Airport,Malden,US,NA,36.6006012,-89.99220276,small_airport,no
KMB,,KMB,Koinambe Airport,Konambe,PG,OC,-5.4875,144.606944,small_airport,no
MBG,KMBG,KMBG,Mobridge Municipal Airport,Mobridge,US,NA,45.54650116,-100.4079971,medium_airport,no
MBL,KMBL,KMBL,Manistee County Blacker Airport,Manistee,US,NA,44.272707,-86.246495,small_airport,yes
DXE,KMBO,KMBO,Bruce Campbell Field,Madison,US,NA,32.438702,-90.103104,small_airport,no
MBS,KMBS,KMBS,MBS International Airport,Freeland,US,NA,43.533181,-84.083104,medium_airport,yes
MBY,KMBY,KMBY,Omar N Bradley Airport,Moberly,US,NA,39.464393,-92.428365,small_airport,no
MCB,KMCB,KMCB,McComb-Pike County Airport / John E Lewis Field,McComb,US,NA,31.178499,-90.471901,medium_airport,no
MCC,KMCC,KMCC,McClellan Airfield,Sacramento,US,NA,38.667599,-121.401001,medium_airport,no
MCD,KMCD,KMCD,Mackinac Island Airport,Mackinac Island,US,NA,45.86489868,-84.63729858,small_airport,no
MCE,KMCE,KMCE,Merced Regional Macready Field,Merced,US,NA,37.284698,-120.514,medium_airport,yes
MCF,KMCF,KMCF,MacDill Air Force Base,Tampa,US,NA,27.8493,-82.521202,medium_airport,no
MCI,KMCI,KMCI,Kansas City International Airport,Kansas City,US,NA,39.301699,-94.713893,large_airport,yes
MCK,KMCK,KMCK,McCook Ben Nelson Regional Airport,McCook,US,NA,40.207787,-100.592794,medium_airport,yes
MCN,KMCN,KMCN,Middle Georgia Regional Airport,Macon,US,NA,32.69279861450195,-83.64920043945312,medium_airport,yes
MCO,KMCO,KMCO,Orlando International Airport,Orlando,US,NA,28.429399490356445,-81.30899810791016,large_airport,yes
MCW,KMCW,KMCW,Mason City Municipal Airport,Mason City,US,NA,43.159801,-93.329716,medium_airport,yes
MDA,,KMDA,Martindale Army Heliport,San Antonio,US,NA,29.4312992096,-98.3777999878,heliport,no
MDD,KMDD,KMDD,Midland Airpark,Midland,US,NA,32.0364990234,-102.100997925,small_airport,no
MDH,KMDH,KMDH,Southern Illinois Airport,Murphysboro,US,NA,37.778099,-89.251999,medium_airport,no
XMD,KMDS,KMDS,Madison Municipal Airport,Madison,US,NA,44.01599884,-97.08589935,small_airport,no
MDT,KMDT,KMDT,Harrisburg International Airport,Harrisburg,US,NA,40.192838,-76.762333,medium_airport,yes
MDW,KMDW,KMDW,Chicago Midway International Airport,Chicago,US,NA,41.785999,-87.752403,large_airport,yes
MDF,KMDZ,KMDZ,Taylor County Airport,Medford,US,NA,45.10100174,-90.30329895,small_airport,no
MXE,KMEB,KMEB,Laurinburg Maxton Airport,Maxton,US,NA,34.791901,-79.365799,small_airport,no
MEI,KMEI,KMEI,Key Field / Meridian Regional Airport,Meridian,US,NA,32.3326,-88.7519,medium_airport,yes
MEM,KMEM,KMEM,Frederick W. Smith International Airport,Memphis,US,NA,35.043845,-89.97634,large_airport,yes
MER,KMER,KMER,Castle Airport,Merced,US,NA,37.38050079,-120.5680008,medium_airport,no
MEV,KMEV,KMEV,Minden-Tahoe Airport,Minden,US,NA,39.00030136,-119.7509995,small_airport,no
UMZ,,KMEZ,Mena Intermountain Municipal Airport,Mena,US,NA,34.545399,-94.202698,small_airport,no
MFD,KMFD,KMFD,Mansfield Lahm Regional Airport,Mansfield,US,NA,40.82139968869999,-82.5166015625,medium_airport,no
MFE,KMFE,KMFE,McAllen Miller International Airport,McAllen,US,NA,26.176141,-98.237965,medium_airport,yes
MFI,KMFI,KMFI,Marshfield Municipal Airport,Marshfield,US,NA,44.6369018555,-90.18930053710001,small_airport,no
MFR,KMFR,KMFR,Rogue Valley International-Medford Airport,Medford,US,NA,42.374199,-122.873001,medium_airport,yes
MFV,KMFV,KMFV,Accomack County Airport,Melfa,US,NA,37.646900177,-75.761100769,small_airport,no
MGC,KMGC,KMGC,Michigan City Municipal Airport,Michigan City,US,NA,41.7033,-86.821198,medium_airport,yes
MGE,KMGE,KMGE,Dobbins Air Reserve Base,Marietta,US,NA,33.915401,-84.516296,medium_airport,no
MGJ,KMGJ,KMGJ,Orange County Airport,Montgomery,US,NA,41.50999832,-74.26460266,small_airport,no
MGM,KMGM,KMGM,Montgomery Regional (Dannelly Field) Airport,Montgomery,US,NA,32.300598,-86.393997,medium_airport,yes
MGR,KMGR,KMGR,Moultrie Municipal Airport,Moultrie,US,NA,31.084899902300002,-83.8032989502,small_airport,no
MGW,KMGW,KMGW,Morgantown Municipal Airport Walter L. (Bill) Hart Field,Morgantown,US,NA,39.643305,-79.917598,medium_airport,yes
MGY,KMGY,KMGY,Dayton-Wright Brothers Airport,Dayton,US,NA,39.5890007019,-84.224899292,small_airport,no
MHE,KMHE,KMHE,Mitchell Municipal Airport,Mitchell,US,NA,43.774799346900004,-98.03859710690001,small_airport,no
MHK,KMHK,KMHK,Manhattan Regional Airport,Manhattan,US,NA,39.14099884033203,-96.6707992553711,medium_airport,yes
MHL,KMHL,KMHL,Marshall Memorial Municipal Airport,Marshall,US,NA,39.0957984924,-93.20290374759999,small_airport,no
MHR,KMHR,KMHR,Sacramento Mather Airport,Sacramento,US,NA,38.554744,-121.297989,medium_airport,no
MHT,KMHT,KMHT,Manchester-Boston Regional Airport,Manchester,US,NA,42.932598,-71.435699,medium_airport,yes
MHV,KMHV,KMHV,Mojave Air &  Space Port,Mojave,US,NA,35.056391,-118.145342,medium_airport,no
MIA,KMIA,KMIA,Miami International Airport,Miami,US,NA,25.796011,-80.289751,large_airport,yes
MIB,KMIB,KMIB,Minot Air Force Base,Minot,US,NA,48.4156,-101.358002,medium_airport,no
MIC,KMIC,KMIC,Crystal Airport,Minneapolis,US,NA,45.062,-93.353897,small_airport,no
MIE,KMIE,KMIE,Delaware County Johnson Field,Muncie,US,NA,40.242298,-85.395897,medium_airport,no
